Year,UNIT_MEASURE,Municipality,Sex,Age,Value
2013,Number,Pale-FBiH,Both sexes,25-29,42
2013,Number,Posusje,Both sexes,25-29,1481
2013,Number,Prozor,Both sexes,25-29,1006
2013,Number,Ravno,Both sexes,25-29,215
2013,Number,Sanski Most,Both sexes,25-29,3049
2013,Number,Sapna,Both sexes,25-29,806
2013,Number,Srebrenik,Both sexes,25-29,2952
2013,Number,Sarajevo-Stari Grad,Both sexes,25-29,2822
2013,Number,Stolac,Both sexes,25-29,993
2013,Number,Siroki Brijeg,Both sexes,25-29,2068
2013,Number,Teocak,Both sexes,25-29,517
2013,Number,Tesanj,Both sexes,25-29,3221
2013,Number,Tomislavgrad,Both sexes,25-29,2082
2013,Number,Travnik,Both sexes,25-29,3956
2013,Number,Trnovo-FBiH,Both sexes,25-29,69
2013,Number,Tuzla,Both sexes,25-29,8282
2013,Number,Usora,Both sexes,25-29,459
2013,Number,Vares,Both sexes,25-29,523
2013,Number,Velika Kladusa,Both sexes,25-29,3327
2013,Number,Visoko,Both sexes,25-29,2935
2013,Number,Vitez,Both sexes,25-29,1960
2013,Number,Sarajevo-Vogosca,Both sexes,25-29,2149
2013,Number,Zavidovici,Both sexes,25-29,2702
2013,Number,Zenica,Both sexes,25-29,8475
2013,Number,Zepce,Both sexes,25-29,2303
2013,Number,Zivinice,Both sexes,25-29,4567
2013,Number,Banovici,Both sexes,30-34,1703
2013,Number,Bihac,Both sexes,30-34,3814
2013,Number,Bosanska Krupa,Both sexes,30-34,1763
2013,Number,Bosanski Petrovac,Both sexes,30-34,414
2013,Number,Bosansko Grahovo,Both sexes,30-34,121
2013,Number,Breza,Both sexes,30-34,1063
2013,Number,Bugojno,Both sexes,30-34,2247
2013,Number,Busovaca,Both sexes,30-34,1328
2013,Number,Buzim,Both sexes,30-34,1607
2013,Number,Cazin,Both sexes,30-34,5425
2013,Number,Sarajevo-Centar,Both sexes,30-34,4122
2013,Number,Capljina,Both sexes,30-34,1628
2013,Number,Celic,Both sexes,30-34,721
2013,Number,Citluk,Both sexes,30-34,1041
2013,Number,Doboj-Istok,Both sexes,30-34,674
2013,Number,Doboj-Jug,Both sexes,30-34,290
2013,Number,Dobretici,Both sexes,30-34,138
2013,Number,Domaljevac-Samac,Both sexes,30-34,317
2013,Number,Donji Vakuf,Both sexes,30-34,959
2013,Number,Drvar,Both sexes,30-34,388
2013,Number,Foca-FBiH,Both sexes,30-34,106
2013,Number,Fojnica,Both sexes,30-34,865
2013,Number,Glamoc,Both sexes,30-34,222
2013,Number,Gorazde,Both sexes,30-34,1477
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,30-34,1526
2013,Number,Gracanica,Both sexes,30-34,3234
2013,Number,Gradacac,Both sexes,30-34,2710
2013,Number,Grude,Both sexes,30-34,1004
2013,Number,Sarajevo-Hadzici,Both sexes,30-34,1833
2013,Number,Sarajevo-Ilidza,Both sexes,30-34,5463
2013,Number,Sarajevo-Ilijas,Both sexes,30-34,1577
2013,Number,Jablanica,Both sexes,30-34,721
2013,Number,Jajce,Both sexes,30-34,2068
2013,Number,Kakanj,Both sexes,30-34,2709
2013,Number,Kalesija,Both sexes,30-34,2364
2013,Number,Kiseljak,Both sexes,30-34,1496
2013,Number,Kladanj,Both sexes,30-34,857
2013,Number,Kljuc,Both sexes,30-34,1257
2013,Number,Konjic,Both sexes,30-34,1640
2013,Number,Kresevo,Both sexes,30-34,336
2013,Number,Krupa Na Uni,Both sexes,30-34,80
2013,Number,Kupres-FBiH,Both sexes,30-34,294
2013,Number,Livno,Both sexes,30-34,2270
2013,Number,Lukavac,Both sexes,30-34,2959
2013,Number,Ljubuski,Both sexes,30-34,1748
2013,Number,Maglaj,Both sexes,30-34,1672
2013,Number,Mostar,Both sexes,30-34,7762
2013,Number,Neum,Both sexes,30-34,252
2013,Number,Sarajevo-Novi Grad,Both sexes,30-34,10261
2013,Number,Novi Travnik,Both sexes,30-34,1690
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,30-34,5296
2013,Number,Odzak,Both sexes,30-34,1160
2013,Number,Olovo,Both sexes,30-34,647
2013,Number,Orasje,Both sexes,30-34,1203
2013,Number,Pale-FBiH,Both sexes,30-34,40
2013,Number,Posusje,Both sexes,30-34,1351
2013,Number,Prozor,Both sexes,30-34,995
2013,Number,Ravno,Both sexes,30-34,168
2013,Number,Sanski Most,Both sexes,30-34,3017
2013,Number,Sapna,Both sexes,30-34,778
2013,Number,Srebrenik,Both sexes,30-34,2859
2013,Number,Sarajevo-Stari Grad,Both sexes,30-34,2732
2013,Number,Stolac,Both sexes,30-34,981
2013,Number,Siroki Brijeg,Both sexes,30-34,1692
2013,Number,Teocak,Both sexes,30-34,549
2013,Number,Tesanj,Both sexes,30-34,3175
2013,Number,Tomislavgrad,Both sexes,30-34,2086
2013,Number,Travnik,Both sexes,30-34,3921
2013,Number,Trnovo-FBiH,Both sexes,30-34,73
2013,Number,Tuzla,Both sexes,30-34,8028
2013,Number,Usora,Both sexes,30-34,404
2013,Number,Vares,Both sexes,30-34,451
2013,Number,Velika Kladusa,Both sexes,30-34,3379
2013,Number,Visoko,Both sexes,30-34,2910
2013,Number,Vitez,Both sexes,30-34,1913
2013,Number,Sarajevo-Vogosca,Both sexes,30-34,2271
2013,Number,Zavidovici,Both sexes,30-34,2462
2013,Number,Zenica,Both sexes,30-34,8084
2013,Number,Zepce,Both sexes,30-34,2183
2013,Number,Zivinice,Both sexes,30-34,4044
2013,Number,Banovici,Both sexes,35-39,1657
2013,Number,Bihac,Both sexes,35-39,4080
2013,Number,Bosanska Krupa,Both sexes,35-39,1924
2013,Number,Bosanski Petrovac,Both sexes,35-39,418
2013,Number,Bosansko Grahovo,Both sexes,35-39,96
2013,Number,Breza,Both sexes,35-39,864
2013,Number,Bugojno,Both sexes,35-39,2325
2013,Number,Busovaca,Both sexes,35-39,1285
2013,Number,Buzim,Both sexes,35-39,1666
2013,Number,Cazin,Both sexes,35-39,5606
2013,Number,Sarajevo-Centar,Both sexes,35-39,3730
2013,Number,Capljina,Both sexes,35-39,1613
2013,Number,Celic,Both sexes,35-39,775
2013,Number,Citluk,Both sexes,35-39,1099
2013,Number,Doboj-Istok,Both sexes,35-39,736
2013,Number,Doboj-Jug,Both sexes,35-39,321
2013,Number,Dobretici,Both sexes,35-39,163
2013,Number,Domaljevac-Samac,Both sexes,35-39,316
2013,Number,Donji Vakuf,Both sexes,35-39,980
2013,Number,Drvar,Both sexes,35-39,422
2013,Number,Foca-FBiH,Both sexes,35-39,124
2013,Number,Fojnica,Both sexes,35-39,818
2013,Number,Glamoc,Both sexes,35-39,242
2013,Number,Gorazde,Both sexes,35-39,1280
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,35-39,1589
2013,Number,Gracanica,Both sexes,35-39,3119
2013,Number,Gradacac,Both sexes,35-39,2838
2013,Number,Grude,Both sexes,35-39,1090
2013,Number,Sarajevo-Hadzici,Both sexes,35-39,1665
2013,Number,Sarajevo-Ilidza,Both sexes,35-39,4766
2013,Number,Sarajevo-Ilijas,Both sexes,35-39,1371
2013,Number,Jablanica,Both sexes,35-39,660
2013,Number,Jajce,Both sexes,35-39,2135
2013,Number,Kakanj,Both sexes,35-39,2483
2013,Number,Kalesija,Both sexes,35-39,2478
2013,Number,Kiseljak,Both sexes,35-39,1373
2013,Number,Kladanj,Both sexes,35-39,897
2013,Number,Kljuc,Both sexes,35-39,1365
2013,Number,Konjic,Both sexes,35-39,1740
2013,Number,Kresevo,Both sexes,35-39,287
2013,Number,Krupa Na Uni,Both sexes,35-39,89
2013,Number,Kupres-FBiH,Both sexes,35-39,335
2013,Number,Livno,Both sexes,35-39,2330
2013,Number,Lukavac,Both sexes,35-39,2946
2013,Number,Ljubuski,Both sexes,35-39,1861
2013,Number,Maglaj,Both sexes,35-39,1728
2013,Number,Mostar,Both sexes,35-39,7111
2013,Number,Neum,Both sexes,35-39,234
2013,Number,Sarajevo-Novi Grad,Both sexes,35-39,9451
2013,Number,Novi Travnik,Both sexes,35-39,1657
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,35-39,4614
2013,Number,Odzak,Both sexes,35-39,1317
2013,Number,Olovo,Both sexes,35-39,672
2013,Number,Orasje,Both sexes,35-39,1425
2013,Number,Pale-FBiH,Both sexes,35-39,51
2013,Number,Posusje,Both sexes,35-39,1356
2013,Number,Prozor,Both sexes,35-39,1005
2013,Number,Ravno,Both sexes,35-39,183
2013,Number,Sanski Most,Both sexes,35-39,3345
2013,Number,Sapna,Both sexes,35-39,948
2013,Number,Srebrenik,Both sexes,35-39,2798
2013,Number,Sarajevo-Stari Grad,Both sexes,35-39,2445
2013,Number,Stolac,Both sexes,35-39,906
2013,Number,Siroki Brijeg,Both sexes,35-39,1706
2013,Number,Teocak,Both sexes,35-39,586
2013,Number,Tesanj,Both sexes,35-39,3356
2013,Number,Tomislavgrad,Both sexes,35-39,2220
2013,Number,Travnik,Both sexes,35-39,3988
2013,Number,Trnovo-FBiH,Both sexes,35-39,66
2013,Number,Tuzla,Both sexes,35-39,7412
2013,Number,Usora,Both sexes,35-39,458
2013,Number,Vares,Both sexes,35-39,496
2013,Number,Velika Kladusa,Both sexes,35-39,3160
2013,Number,Visoko,Both sexes,35-39,2866
2013,Number,Vitez,Both sexes,35-39,1771
2013,Number,Sarajevo-Vogosca,Both sexes,35-39,1989
2013,Number,Zavidovici,Both sexes,35-39,2621
2013,Number,Zenica,Both sexes,35-39,7722
2013,Number,Zepce,Both sexes,35-39,2179
2013,Number,Zivinice,Both sexes,35-39,4005
2013,Number,Banovici,Both sexes,40-44,1743
2013,Number,Bihac,Both sexes,40-44,4198
2013,Number,Bosanska Krupa,Both sexes,40-44,1793
2013,Number,Bosanski Petrovac,Both sexes,40-44,457
2013,Number,Bosansko Grahovo,Both sexes,40-44,147
2013,Number,Breza,Both sexes,40-44,924
2013,Number,Bugojno,Both sexes,40-44,2301
2013,Number,Busovaca,Both sexes,40-44,1224
2013,Number,Buzim,Both sexes,40-44,1412
2013,Number,Cazin,Both sexes,40-44,5482
2013,Number,Sarajevo-Centar,Both sexes,40-44,3429
2013,Number,Capljina,Both sexes,40-44,1709
2013,Number,Celic,Both sexes,40-44,810
2013,Number,Citluk,Both sexes,40-44,1179
2013,Number,Doboj-Istok,Both sexes,40-44,757
2013,Number,Doboj-Jug,Both sexes,40-44,327
2013,Number,Dobretici,Both sexes,40-44,151
2013,Number,Domaljevac-Samac,Both sexes,40-44,402
2013,Number,Donji Vakuf,Both sexes,40-44,997
2013,Number,Drvar,Both sexes,40-44,400
2013,Number,Foca-FBiH,Both sexes,40-44,105
2013,Number,Fojnica,Both sexes,40-44,899
2013,Number,Glamoc,Both sexes,40-44,248
2013,Number,Gorazde,Both sexes,40-44,1238
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,40-44,1626
2013,Number,Gracanica,Both sexes,40-44,3226
2013,Number,Gradacac,Both sexes,40-44,3003
2013,Number,Grude,Both sexes,40-44,1170
2013,Number,Sarajevo-Hadzici,Both sexes,40-44,1633
2013,Number,Sarajevo-Ilidza,Both sexes,40-44,4564
2013,Number,Sarajevo-Ilijas,Both sexes,40-44,1350
2013,Number,Jablanica,Both sexes,40-44,648
2013,Number,Jajce,Both sexes,40-44,2004
2013,Number,Kakanj,Both sexes,40-44,2585
2013,Number,Kalesija,Both sexes,40-44,2511
2013,Number,Kiseljak,Both sexes,40-44,1395
2013,Number,Kladanj,Both sexes,40-44,919
2013,Number,Kljuc,Both sexes,40-44,1339
2013,Number,Konjic,Both sexes,40-44,1779
2013,Number,Kresevo,Both sexes,40-44,328
2013,Number,Krupa Na Uni,Both sexes,40-44,111
2013,Number,Kupres-FBiH,Both sexes,40-44,343
2013,Number,Livno,Both sexes,40-44,2567
2013,Number,Lukavac,Both sexes,40-44,3009
2013,Number,Ljubuski,Both sexes,40-44,1922
2013,Number,Maglaj,Both sexes,40-44,1649
2013,Number,Mostar,Both sexes,40-44,6765
2013,Number,Neum,Both sexes,40-44,286
2013,Number,Sarajevo-Novi Grad,Both sexes,40-44,7789
2013,Number,Novi Travnik,Both sexes,40-44,1727
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,40-44,4120
2013,Number,Odzak,Both sexes,40-44,1515
2013,Number,Olovo,Both sexes,40-44,661
2013,Number,Orasje,Both sexes,40-44,1662
2013,Number,Pale-FBiH,Both sexes,40-44,60
2013,Number,Posusje,Both sexes,40-44,1536
2013,Number,Prozor,Both sexes,40-44,1020
2013,Number,Ravno,Both sexes,40-44,243
2013,Number,Sanski Most,Both sexes,40-44,3389
2013,Number,Sapna,Both sexes,40-44,897
2013,Number,Srebrenik,Both sexes,40-44,2962
2013,Number,Sarajevo-Stari Grad,Both sexes,40-44,2104
2013,Number,Stolac,Both sexes,40-44,990
2013,Number,Siroki Brijeg,Both sexes,40-44,1889
2013,Number,Teocak,Both sexes,40-44,562
2013,Number,Tesanj,Both sexes,40-44,3220
2013,Number,Tomislavgrad,Both sexes,40-44,2448
2013,Number,Travnik,Both sexes,40-44,3906
2013,Number,Trnovo-FBiH,Both sexes,40-44,78
2013,Number,Tuzla,Both sexes,40-44,6798
2013,Number,Usora,Both sexes,40-44,526
2013,Number,Vares,Both sexes,40-44,580
2013,Number,Velika Kladusa,Both sexes,40-44,2617
2013,Number,Visoko,Both sexes,40-44,2759
2013,Number,Vitez,Both sexes,40-44,1727
2013,Number,Sarajevo-Vogosca,Both sexes,40-44,1761
2013,Number,Zavidovici,Both sexes,40-44,2569
2013,Number,Zenica,Both sexes,40-44,7266
2013,Number,Zepce,Both sexes,40-44,2224
2013,Number,Zivinice,Both sexes,40-44,4272
2013,Number,Banovici,Both sexes,45-49,1871
2013,Number,Bihac,Both sexes,45-49,4543
2013,Number,Bosanska Krupa,Both sexes,45-49,1833
2013,Number,Bosanski Petrovac,Both sexes,45-49,501
2013,Number,Bosansko Grahovo,Both sexes,45-49,166
2013,Number,Breza,Both sexes,45-49,1161
2013,Number,Bugojno,Both sexes,45-49,2412
2013,Number,Busovaca,Both sexes,45-49,1403
2013,Number,Buzim,Both sexes,45-49,1265
2013,Number,Cazin,Both sexes,45-49,5175
2013,Number,Sarajevo-Centar,Both sexes,45-49,3675
2013,Number,Capljina,Both sexes,45-49,1958
2013,Number,Celic,Both sexes,45-49,801
2013,Number,Citluk,Both sexes,45-49,1388
2013,Number,Doboj-Istok,Both sexes,45-49,915
2013,Number,Doboj-Jug,Both sexes,45-49,336
2013,Number,Dobretici,Both sexes,45-49,164
2013,Number,Domaljevac-Samac,Both sexes,45-49,470
2013,Number,Donji Vakuf,Both sexes,45-49,1078
2013,Number,Drvar,Both sexes,45-49,446
2013,Number,Foca-FBiH,Both sexes,45-49,140
2013,Number,Fojnica,Both sexes,45-49,1000
2013,Number,Glamoc,Both sexes,45-49,248
2013,Number,Gorazde,Both sexes,45-49,1492
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,45-49,1617
2013,Number,Gracanica,Both sexes,45-49,3435
2013,Number,Gradacac,Both sexes,45-49,3002
2013,Number,Grude,Both sexes,45-49,1338
2013,Number,Sarajevo-Hadzici,Both sexes,45-49,1846
2013,Number,Sarajevo-Ilidza,Both sexes,45-49,4805
2013,Number,Sarajevo-Ilijas,Both sexes,45-49,1427
2013,Number,Jablanica,Both sexes,45-49,782
2013,Number,Jajce,Both sexes,45-49,2014
2013,Number,Kakanj,Both sexes,45-49,2863
2013,Number,Kalesija,Both sexes,45-49,2661
2013,Number,Kiseljak,Both sexes,45-49,1531
2013,Number,Kladanj,Both sexes,45-49,1032
2013,Number,Kljuc,Both sexes,45-49,1302
2013,Number,Konjic,Both sexes,45-49,1915
2013,Number,Kresevo,Both sexes,45-49,391
2013,Number,Krupa Na Uni,Both sexes,45-49,121
2013,Number,Kupres-FBiH,Both sexes,45-49,458
2013,Number,Livno,Both sexes,45-49,2619
2013,Number,Lukavac,Both sexes,45-49,3542
2013,Number,Ljubuski,Both sexes,45-49,2046
2013,Number,Maglaj,Both sexes,45-49,1849
2013,Number,Mostar,Both sexes,45-49,7497
2013,Number,Neum,Both sexes,45-49,424
2013,Number,Sarajevo-Novi Grad,Both sexes,45-49,8130
2013,Number,Novi Travnik,Both sexes,45-49,1864
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,45-49,4490
2013,Number,Odzak,Both sexes,45-49,1758
2013,Number,Olovo,Both sexes,45-49,739
2013,Number,Orasje,Both sexes,45-49,1844
2013,Number,Pale-FBiH,Both sexes,45-49,74
2013,Number,Posusje,Both sexes,45-49,1491
2013,Number,Prozor,Both sexes,45-49,1057
2013,Number,Ravno,Both sexes,45-49,243
2013,Number,Sanski Most,Both sexes,45-49,3424
2013,Number,Sapna,Both sexes,45-49,817
2013,Number,Srebrenik,Both sexes,45-49,2944
2013,Number,Sarajevo-Stari Grad,Both sexes,45-49,2464
2013,Number,Stolac,Both sexes,45-49,1162
2013,Number,Siroki Brijeg,Both sexes,45-49,2304
2013,Number,Teocak,Both sexes,45-49,532
2013,Number,Tesanj,Both sexes,45-49,3260
2013,Number,Tomislavgrad,Both sexes,45-49,2326
2013,Number,Travnik,Both sexes,45-49,3928
2013,Number,Trnovo-FBiH,Both sexes,45-49,87
2013,Number,Tuzla,Both sexes,45-49,8386
2013,Number,Usora,Both sexes,45-49,669
2013,Number,Vares,Both sexes,45-49,694
2013,Number,Velika Kladusa,Both sexes,45-49,2658
2013,Number,Visoko,Both sexes,45-49,2861
2013,Number,Vitez,Both sexes,45-49,2028
2013,Number,Sarajevo-Vogosca,Both sexes,45-49,1852
2013,Number,Zavidovici,Both sexes,45-49,2761
2013,Number,Zenica,Both sexes,45-49,8325
2013,Number,Zepce,Both sexes,45-49,2462
2013,Number,Zivinice,Both sexes,45-49,4638
2013,Number,Banovici,Both sexes,50-54,1998
2013,Number,Bihac,Both sexes,50-54,4429
2013,Number,Bosanska Krupa,Both sexes,50-54,1962
2013,Number,Bosanski Petrovac,Both sexes,50-54,589
2013,Number,Bosansko Grahovo,Both sexes,50-54,199
2013,Number,Breza,Both sexes,50-54,1277
2013,Number,Bugojno,Both sexes,50-54,2387
2013,Number,Busovaca,Both sexes,50-54,1463
2013,Number,Buzim,Both sexes,50-54,1145
2013,Number,Cazin,Both sexes,50-54,4738
2013,Number,Sarajevo-Centar,Both sexes,50-54,4111
2013,Number,Capljina,Both sexes,50-54,2034
2013,Number,Celic,Both sexes,50-54,759
2013,Number,Citluk,Both sexes,50-54,1377
2013,Number,Doboj-Istok,Both sexes,50-54,800
2013,Number,Doboj-Jug,Both sexes,50-54,316
2013,Number,Dobretici,Both sexes,50-54,166
2013,Number,Domaljevac-Samac,Both sexes,50-54,361
2013,Number,Donji Vakuf,Both sexes,50-54,1130
2013,Number,Drvar,Both sexes,50-54,503
2013,Number,Foca-FBiH,Both sexes,50-54,135
2013,Number,Fojnica,Both sexes,50-54,1085
2013,Number,Glamoc,Both sexes,50-54,256
2013,Number,Gorazde,Both sexes,50-54,1715
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,50-54,1497
2013,Number,Gracanica,Both sexes,50-54,3546
2013,Number,Gradacac,Both sexes,50-54,2906
2013,Number,Grude,Both sexes,50-54,1344
2013,Number,Sarajevo-Hadzici,Both sexes,50-54,1952
2013,Number,Sarajevo-Ilidza,Both sexes,50-54,5065
2013,Number,Sarajevo-Ilijas,Both sexes,50-54,1519
2013,Number,Jablanica,Both sexes,50-54,938
2013,Number,Jajce,Both sexes,50-54,1976
2013,Number,Kakanj,Both sexes,50-54,3055
2013,Number,Kalesija,Both sexes,50-54,2670
2013,Number,Kiseljak,Both sexes,50-54,1615
2013,Number,Kladanj,Both sexes,50-54,1001
2013,Number,Kljuc,Both sexes,50-54,1311
2013,Number,Konjic,Both sexes,50-54,1920
2013,Number,Kresevo,Both sexes,50-54,474
2013,Number,Krupa Na Uni,Both sexes,50-54,122
2013,Number,Kupres-FBiH,Both sexes,50-54,487
2013,Number,Livno,Both sexes,50-54,2616
2013,Number,Lukavac,Both sexes,50-54,4135
2013,Number,Ljubuski,Both sexes,50-54,2059
2013,Number,Maglaj,Both sexes,50-54,1865
2013,Number,Mostar,Both sexes,50-54,8226
2013,Number,Neum,Both sexes,50-54,429
2013,Number,Sarajevo-Novi Grad,Both sexes,50-54,8559
2013,Number,Novi Travnik,Both sexes,50-54,1917
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,50-54,4908
2013,Number,Odzak,Both sexes,50-54,1572
2013,Number,Olovo,Both sexes,50-54,959
2013,Number,Orasje,Both sexes,50-54,1602
2013,Number,Pale-FBiH,Both sexes,50-54,64
2013,Number,Posusje,Both sexes,50-54,1442
2013,Number,Prozor,Both sexes,50-54,1048
2013,Number,Ravno,Both sexes,50-54,275
2013,Number,Sanski Most,Both sexes,50-54,3391
2013,Number,Sapna,Both sexes,50-54,729
2013,Number,Srebrenik,Both sexes,50-54,3106
2013,Number,Sarajevo-Stari Grad,Both sexes,50-54,2918
2013,Number,Stolac,Both sexes,50-54,1150
2013,Number,Siroki Brijeg,Both sexes,50-54,2154
2013,Number,Teocak,Both sexes,50-54,591
2013,Number,Tesanj,Both sexes,50-54,3156
2013,Number,Tomislavgrad,Both sexes,50-54,2291
2013,Number,Travnik,Both sexes,50-54,4039
2013,Number,Trnovo-FBiH,Both sexes,50-54,113
2013,Number,Tuzla,Both sexes,50-54,9910
2013,Number,Usora,Both sexes,50-54,525
2013,Number,Vares,Both sexes,50-54,850
2013,Number,Velika Kladusa,Both sexes,50-54,2659
2013,Number,Visoko,Both sexes,50-54,3065
2013,Number,Vitez,Both sexes,50-54,2105
2013,Number,Sarajevo-Vogosca,Both sexes,50-54,2046
2013,Number,Zavidovici,Both sexes,50-54,2991
2013,Number,Zenica,Both sexes,50-54,9067
2013,Number,Zepce,Both sexes,50-54,2372
2013,Number,Zivinice,Both sexes,50-54,4881
2013,Number,Banovici,Both sexes,55-59,1726
2013,Number,Bihac,Both sexes,55-59,3766
2013,Number,Bosanska Krupa,Both sexes,55-59,1714
2013,Number,Bosanski Petrovac,Both sexes,55-59,623
2013,Number,Bosansko Grahovo,Both sexes,55-59,232
2013,Number,Breza,Both sexes,55-59,1174
2013,Number,Bugojno,Both sexes,55-59,2138
2013,Number,Busovaca,Both sexes,55-59,1223
2013,Number,Buzim,Both sexes,55-59,917
2013,Number,Cazin,Both sexes,55-59,3514
2013,Number,Sarajevo-Centar,Both sexes,55-59,4539
2013,Number,Capljina,Both sexes,55-59,1810
2013,Number,Celic,Both sexes,55-59,657
2013,Number,Citluk,Both sexes,55-59,1054
2013,Number,Doboj-Istok,Both sexes,55-59,627
2013,Number,Doboj-Jug,Both sexes,55-59,269
2013,Number,Dobretici,Both sexes,55-59,99
2013,Number,Domaljevac-Samac,Both sexes,55-59,299
2013,Number,Donji Vakuf,Both sexes,55-59,956
2013,Number,Drvar,Both sexes,55-59,570
2013,Number,Foca-FBiH,Both sexes,55-59,150
2013,Number,Fojnica,Both sexes,55-59,964
2013,Number,Glamoc,Both sexes,55-59,275
2013,Number,Gorazde,Both sexes,55-59,1814
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,55-59,1404
2013,Number,Gracanica,Both sexes,55-59,3043
2013,Number,Gradacac,Both sexes,55-59,2538
2013,Number,Grude,Both sexes,55-59,1116
2013,Number,Sarajevo-Hadzici,Both sexes,55-59,1673
2013,Number,Sarajevo-Ilidza,Both sexes,55-59,4655
2013,Number,Sarajevo-Ilijas,Both sexes,55-59,1385
2013,Number,Jablanica,Both sexes,55-59,823
2013,Number,Jajce,Both sexes,55-59,1857
2013,Number,Kakanj,Both sexes,55-59,2527
2013,Number,Kalesija,Both sexes,55-59,2195
2013,Number,Kiseljak,Both sexes,55-59,1523
2013,Number,Kladanj,Both sexes,55-59,912
2013,Number,Kljuc,Both sexes,55-59,1152
2013,Number,Konjic,Both sexes,55-59,1876
2013,Number,Kresevo,Both sexes,55-59,405
2013,Number,Krupa Na Uni,Both sexes,55-59,118
2013,Number,Kupres-FBiH,Both sexes,55-59,381
2013,Number,Livno,Both sexes,55-59,2371
2013,Number,Lukavac,Both sexes,55-59,3568
2013,Number,Ljubuski,Both sexes,55-59,1797
2013,Number,Maglaj,Both sexes,55-59,1705
2013,Number,Mostar,Both sexes,55-59,7691
2013,Number,Neum,Both sexes,55-59,339
2013,Number,Sarajevo-Novi Grad,Both sexes,55-59,8642
2013,Number,Novi Travnik,Both sexes,55-59,1608
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,55-59,4877
2013,Number,Odzak,Both sexes,55-59,1202
2013,Number,Olovo,Both sexes,55-59,953
2013,Number,Orasje,Both sexes,55-59,1296
2013,Number,Pale-FBiH,Both sexes,55-59,64
2013,Number,Posusje,Both sexes,55-59,1162
2013,Number,Prozor,Both sexes,55-59,964
2013,Number,Ravno,Both sexes,55-59,256
2013,Number,Sanski Most,Both sexes,55-59,2881
2013,Number,Sapna,Both sexes,55-59,622
2013,Number,Srebrenik,Both sexes,55-59,2678
2013,Number,Sarajevo-Stari Grad,Both sexes,55-59,3215
2013,Number,Stolac,Both sexes,55-59,1006
2013,Number,Siroki Brijeg,Both sexes,55-59,1763
2013,Number,Teocak,Both sexes,55-59,534
2013,Number,Tesanj,Both sexes,55-59,2616
2013,Number,Tomislavgrad,Both sexes,55-59,2103
2013,Number,Travnik,Both sexes,55-59,3709
2013,Number,Trnovo-FBiH,Both sexes,55-59,171
2013,Number,Tuzla,Both sexes,55-59,9065
2013,Number,Usora,Both sexes,55-59,397
2013,Number,Vares,Both sexes,55-59,778
2013,Number,Velika Kladusa,Both sexes,55-59,2422
2013,Number,Visoko,Both sexes,55-59,2953
2013,Number,Vitez,Both sexes,55-59,1649
2013,Number,Sarajevo-Vogosca,Both sexes,55-59,1958
2013,Number,Zavidovici,Both sexes,55-59,2539
2013,Number,Zenica,Both sexes,55-59,8278
2013,Number,Zepce,Both sexes,55-59,1880
2013,Number,Zivinice,Both sexes,55-59,3802
2013,Number,Banovici,Both sexes,60-64,1232
2013,Number,Bihac,Both sexes,60-64,3027
2013,Number,Bosanska Krupa,Both sexes,60-64,1327
2013,Number,Bosanski Petrovac,Both sexes,60-64,495
2013,Number,Bosansko Grahovo,Both sexes,60-64,231
2013,Number,Breza,Both sexes,60-64,924
2013,Number,Bugojno,Both sexes,60-64,1661
2013,Number,Busovaca,Both sexes,60-64,883
2013,Number,Buzim,Both sexes,60-64,645
2013,Number,Cazin,Both sexes,60-64,2694
2013,Number,Sarajevo-Centar,Both sexes,60-64,4097
2013,Number,Capljina,Both sexes,60-64,1404
2013,Number,Celic,Both sexes,60-64,543
2013,Number,Citluk,Both sexes,60-64,740
2013,Number,Doboj-Istok,Both sexes,60-64,566
2013,Number,Doboj-Jug,Both sexes,60-64,227
2013,Number,Dobretici,Both sexes,60-64,107
2013,Number,Domaljevac-Samac,Both sexes,60-64,256
2013,Number,Donji Vakuf,Both sexes,60-64,747
2013,Number,Drvar,Both sexes,60-64,566
2013,Number,Foca-FBiH,Both sexes,60-64,142
2013,Number,Fojnica,Both sexes,60-64,722
2013,Number,Glamoc,Both sexes,60-64,293
2013,Number,Gorazde,Both sexes,60-64,1465
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,60-64,1036
2013,Number,Gracanica,Both sexes,60-64,2716
2013,Number,Gradacac,Both sexes,60-64,2267
2013,Number,Grude,Both sexes,60-64,903
2013,Number,Sarajevo-Hadzici,Both sexes,60-64,1320
2013,Number,Sarajevo-Ilidza,Both sexes,60-64,3832
2013,Number,Sarajevo-Ilijas,Both sexes,60-64,1078
2013,Number,Jablanica,Both sexes,60-64,648
2013,Number,Jajce,Both sexes,60-64,1612
