Year,UNIT_MEASURE,Administrativna jedinica,Spol,Value
2013,Broj,Hercegovačko-neretvanska županija,M,7054.0
2013,Broj,Zapadno-hercegovačka županija,M,2151.0
2013,Broj,Sarajevska županija,M,63206.0
2013,Broj,Županija 10,M,2437.0
2013,Broj,Federacija Bosne i Hercegovine,Ž,162820.0
2013,Broj,Unsko-sanska županija,Ž,12902.0
2013,Broj,Posavska županija,Ž,250.0
2013,Broj,Tuzlanska županija,Ž,45239.0
2013,Broj,Zeničko-dobojska županija,Ž,34997.0
2013,Broj,Bosansko-podrinjska županija,Ž,
2013,Broj,Srednjobosanska županija,Ž,9624.0
2013,Broj,Hercegovačko-neretvanska županija,Ž,9031.0
2013,Broj,Zapadno-hercegovačka županija,Ž,2220.0
2013,Broj,Sarajevska županija,Ž,45600.0
2013,Broj,Županija 10,Ž,2957.0
2014,Broj,Federacija Bosne i Hercegovine,Oba spola,300743.0
2014,Broj,Unsko-sanska županija,Oba spola,21524.0
2014,Broj,Posavska županija,Oba spola,975.0
2014,Broj,Tuzlanska županija,Oba spola,63748.0
2014,Broj,Zeničko-dobojska županija,Oba spola,59350.0
2014,Broj,Bosansko-podrinjska županija,Oba spola,10433.0
2014,Broj,Srednjobosanska županija,Oba spola,19890.0
2014,Broj,Hercegovačko-neretvanska županija,Oba spola,17882.0
2014,Broj,Zapadno-hercegovačka županija,Oba spola,3530.0
2014,Broj,Sarajevska županija,Oba spola,97948.0
2014,Broj,Županija 10,Oba spola,5463.0
2014,Broj,Federacija Bosne i Hercegovine,M,143250.0
2014,Broj,Unsko-sanska županija,M,9405.0
2014,Broj,Posavska županija,M,445.0
2014,Broj,Tuzlanska županija,M,29484.0
2014,Broj,Zeničko-dobojska županija,M,26577.0
2014,Broj,Bosansko-podrinjska županija,M,3283.0
2014,Broj,Srednjobosanska županija,M,9722.0
2014,Broj,Hercegovačko-neretvanska županija,M,7567.0
2014,Broj,Zapadno-hercegovačka županija,M,1564.0
2014,Broj,Sarajevska županija,M,52841.0
2014,Broj,Županija 10,M,2362.0
2014,Broj,Federacija Bosne i Hercegovine,Ž,157493.0
2014,Broj,Unsko-sanska županija,Ž,12119.0
2014,Broj,Posavska županija,Ž,530.0
2014,Broj,Tuzlanska županija,Ž,34264.0
2014,Broj,Zeničko-dobojska županija,Ž,32773.0
2014,Broj,Bosansko-podrinjska županija,Ž,7150.0
2014,Broj,Srednjobosanska županija,Ž,10168.0
2014,Broj,Hercegovačko-neretvanska županija,Ž,10315.0
2014,Broj,Zapadno-hercegovačka županija,Ž,1966.0
2014,Broj,Sarajevska županija,Ž,45107.0
2014,Broj,Županija 10,Ž,3101.0
2015,Broj,Federacija Bosne i Hercegovine,Oba spola,283575.0
2015,Broj,Unsko-sanska županija,Oba spola,21810.0
2015,Broj,Posavska županija,Oba spola,1041.0
2015,Broj,Tuzlanska županija,Oba spola,63009.0
2015,Broj,Zeničko-dobojska županija,Oba spola,55022.0
2015,Broj,Bosansko-podrinjska županija,Oba spola,11535.0
2015,Broj,Srednjobosanska županija,Oba spola,17407.0
2015,Broj,Hercegovačko-neretvanska županija,Oba spola,17673.0
2015,Broj,Zapadno-hercegovačka županija,Oba spola,3614.0
2015,Broj,Sarajevska županija,Oba spola,86478.0
2015,Broj,Županija 10,Oba spola,5986.0
2015,Broj,Federacija Bosne i Hercegovine,M,139273.0
2015,Broj,Unsko-sanska županija,M,10336.0
2015,Broj,Posavska županija,M,425.0
2015,Broj,Tuzlanska županija,M,27833.0
2015,Broj,Zeničko-dobojska županija,M,25681.0
2015,Broj,Bosansko-podrinjska županija,M,4981.0
2015,Broj,Srednjobosanska županija,M,8230.0
2015,Broj,Hercegovačko-neretvanska županija,M,7348.0
2015,Broj,Zapadno-hercegovačka županija,M,1671.0
2015,Broj,Sarajevska županija,M,50212.0
2015,Broj,Županija 10,M,2556.0
2015,Broj,Federacija Bosne i Hercegovine,Ž,144302.0
2015,Broj,Unsko-sanska županija,Ž,11474.0
2015,Broj,Posavska županija,Ž,616.0
2015,Broj,Tuzlanska županija,Ž,35176.0
2015,Broj,Zeničko-dobojska županija,Ž,29341.0
2015,Broj,Bosansko-podrinjska županija,Ž,6554.0
2015,Broj,Srednjobosanska županija,Ž,9177.0
2015,Broj,Hercegovačko-neretvanska županija,Ž,10325.0
2015,Broj,Zapadno-hercegovačka županija,Ž,1943.0
2015,Broj,Sarajevska županija,Ž,36266.0
2015,Broj,Županija 10,Ž,3430.0
2016,Broj,Federacija Bosne i Hercegovine,Oba spola,295304.0
2016,Broj,Unsko-sanska županija,Oba spola,21855.0
2016,Broj,Posavska županija,Oba spola,1060.0
2016,Broj,Tuzlanska županija,Oba spola,68369.0
2016,Broj,Zeničko-dobojska županija,Oba spola,48270.0
2016,Broj,Bosansko-podrinjska županija,Oba spola,11194.0
2016,Broj,Srednjobosanska županija,Oba spola,18371.0
2016,Broj,Hercegovačko-neretvanska županija,Oba spola,17707.0
2016,Broj,Zapadno-hercegovačka županija,Oba spola,2187.0
2016,Broj,Sarajevska županija,Oba spola,101740.0
2016,Broj,Županija 10,Oba spola,4551.0
2016,Broj,Federacija Bosne i Hercegovine,M,135801.0
2016,Broj,Unsko-sanska županija,M,10051.0
2016,Broj,Posavska županija,M,499.0
2016,Broj,Tuzlanska županija,M,29440.0
2016,Broj,Zeničko-dobojska županija,M,23551.0
2016,Broj,Bosansko-podrinjska županija,M,5162.0
2016,Broj,Srednjobosanska županija,M,8627.0
2016,Broj,Hercegovačko-neretvanska županija,M,7663.0
2016,Broj,Zapadno-hercegovačka županija,M,979.0
2016,Broj,Sarajevska županija,M,47713.0
2016,Broj,Županija 10,M,2116.0
2016,Broj,Federacija Bosne i Hercegovine,Ž,159503.0
2016,Broj,Unsko-sanska županija,Ž,11804.0
2016,Broj,Posavska županija,Ž,561.0
2016,Broj,Tuzlanska županija,Ž,38929.0
2016,Broj,Zeničko-dobojska županija,Ž,24719.0
2016,Broj,Bosansko-podrinjska županija,Ž,6032.0
2016,Broj,Srednjobosanska županija,Ž,9744.0
2016,Broj,Hercegovačko-neretvanska županija,Ž,10044.0
2016,Broj,Zapadno-hercegovačka županija,Ž,1208.0
2016,Broj,Sarajevska županija,Ž,54027.0
2016,Broj,Županija 10,Ž,2435.0
2017,Broj,Federacija Bosne i Hercegovine,Oba spola,272769.0
2017,Broj,Unsko-sanska županija,Oba spola,21163.0
2017,Broj,Posavska županija,Oba spola,1309.0
2017,Broj,Tuzlanska županija,Oba spola,56420.0
2017,Broj,Zeničko-dobojska županija,Oba spola,48168.0
2017,Broj,Bosansko-podrinjska županija,Oba spola,10088.0
2017,Broj,Srednjobosanska županija,Oba spola,18006.0
2017,Broj,Hercegovačko-neretvanska županija,Oba spola,15978.0
2017,Broj,Zapadno-hercegovačka županija,Oba spola,2445.0
2017,Broj,Sarajevska županija,Oba spola,95028.0
2017,Broj,Županija 10,Oba spola,4164.0
2017,Broj,Federacija Bosne i Hercegovine,M,124731.0
2017,Broj,Unsko-sanska županija,M,10694.0
2017,Broj,Posavska županija,M,615.0
2017,Broj,Tuzlanska županija,M,24534.0
2017,Broj,Zeničko-dobojska županija,M,22598.0
2017,Broj,Bosansko-podrinjska županija,M,4588.0
2017,Broj,Srednjobosanska županija,M,8052.0
2017,Broj,Hercegovačko-neretvanska županija,M,5238.0
2017,Broj,Zapadno-hercegovačka županija,M,1062.0
2017,Broj,Sarajevska županija,M,45327.0
2017,Broj,Županija 10,M,2023.0
2017,Broj,Federacija Bosne i Hercegovine,Ž,148038.0
2017,Broj,Unsko-sanska županija,Ž,10469.0
2017,Broj,Posavska županija,Ž,694.0
2017,Broj,Tuzlanska županija,Ž,31886.0
2017,Broj,Zeničko-dobojska županija,Ž,25570.0
2017,Broj,Bosansko-podrinjska županija,Ž,5500.0
2017,Broj,Srednjobosanska županija,Ž,9954.0
2017,Broj,Hercegovačko-neretvanska županija,Ž,10740.0
2017,Broj,Zapadno-hercegovačka županija,Ž,1383.0
2017,Broj,Sarajevska županija,Ž,49701.0
2017,Broj,Županija 10,Ž,2141.0
2018,Broj,Federacija Bosne i Hercegovine,Oba spola,495614.0
2018,Broj,Unsko-sanska županija,Oba spola,26314.0
2018,Broj,Posavska županija,Oba spola,2532.0
2018,Broj,Tuzlanska županija,Oba spola,92459.0
2018,Broj,Zeničko-dobojska županija,Oba spola,81918.0
2018,Broj,Bosansko-podrinjska županija,Oba spola,14195.0
2018,Broj,Srednjobosanska županija,Oba spola,27811.0
2018,Broj,Hercegovačko-neretvanska županija,Oba spola,29813.0
2018,Broj,Zapadno-hercegovačka županija,Oba spola,4328.0
2018,Broj,Sarajevska županija,Oba spola,208374.0
2018,Broj,Županija 10,Oba spola,7870.0
2018,Broj,Federacija Bosne i Hercegovine,M,324387.0
2018,Broj,Unsko-sanska županija,M,17081.0
2018,Broj,Posavska županija,M,1648.0
2018,Broj,Tuzlanska županija,M,61012.0
2018,Broj,Zeničko-dobojska županija,M,53492.0
2018,Broj,Bosansko-podrinjska županija,M,9490.0
2018,Broj,Srednjobosanska županija,M,17738.0
2018,Broj,Hercegovačko-neretvanska županija,M,20533.0
2018,Broj,Zapadno-hercegovačka županija,M,2962.0
2018,Broj,Sarajevska županija,M,134532.0
2018,Broj,Županija 10,M,5599.0
2018,Broj,Federacija Bosne i Hercegovine,Ž,171227.0
2018,Broj,Unsko-sanska županija,Ž,9233.0
2018,Broj,Posavska županija,Ž,884.0
2018,Broj,Tuzlanska županija,Ž,31447.0
2018,Broj,Zeničko-dobojska županija,Ž,28426.0
2018,Broj,Bosansko-podrinjska županija,Ž,4705.0
2018,Broj,Srednjobosanska županija,Ž,10073.0
2018,Broj,Hercegovačko-neretvanska županija,Ž,9280.0
2018,Broj,Zapadno-hercegovačka županija,Ž,1366.0
2018,Broj,Sarajevska županija,Ž,73842.0
2018,Broj,Županija 10,Ž,1971.0
